"","AÑO","CONGLOME","DOMINIO","ESTRATO","LATITUD","LONGITUD","UBIGEO","AREA","C_DPTO","C_PROV"
"3979","2022","015289","5",2,-9.53054237365723,-77.5250091552734,"020101",1,"02","0201"
"3980","2022","015290","5",2,-9.52392959594727,-77.5268173217773,"020101",1,"02","0201"
"3981","2022","015294","5",2,-9.5126256942749,-77.511360168457,"020105",1,"02","0201"
"3982","2022","015295","5",2,-9.52805805206299,-77.5172271728516,"020101",1,"02","0201"
"3983","2022","015296","5",2,-9.52829647064209,-77.5352172851562,"020101",1,"02","0201"
"3984","2022","015297","5",2,-9.52636909484863,-77.5087432861328,"020105",1,"02","0201"
"3985","2022","015298","5",2,-9.51864433288574,-77.5273742675781,"020105",1,"02","0201"
"3986","2022","015299","5",2,-9.50430393218994,-77.515495300293,"020105",1,"02","0201"
"3987","2022","015301","5",2,-9.51793670654297,-77.5207977294922,"020105",1,"02","0201"
"3988","2022","015302","5",2,-9.52791976928711,-77.5318145751953,"020101",1,"02","0201"
"3989","2022","015303","5",2,-9.51245498657227,-77.5337142944336,"020105",1,"02","0201"
"3990","2022","015304","5",5,-9.12986373901367,-77.7560958862305,"022001",1,"02","0220"
"3991","2022","015305","5",5,-9.27840709686279,-77.655517578125,"020601",1,"02","0206"
"3992","2022","015306","5",5,-9.1746768951416,-77.6637191772461,"022001",1,"02","0220"
"3993","2022","015307","5",5,-9.0477352142334,-77.8170394897461,"021201",1,"02","0212"
"3994","2022","015308","5",5,-8.55916690826416,-77.6243362426758,"021901",1,"02","0219"
"3995","2022","015309","5",5,-9.04644680023193,-77.8118667602539,"021201",1,"02","0212"
"3996","2022","015310","5",5,-9.89879703521729,-76.9433364868164,"020508",1,"02","0205"
"3997","2022","015313","5",5,-9.05338573455811,-77.8124923706055,"021201",1,"02","0212"
"3998","2022","015314","5",5,-8.55301189422607,-77.6361846923828,"021901",1,"02","0219"
"3999","2022","015315","5",5,-9.5806884765625,-77.177978515625,"021004",1,"02","0210"
"4000","2022","015316","5",5,-9.72104835510254,-77.4568328857422,"021701",1,"02","0217"
"4001","2022","015317","5",5,-9.34846591949463,-77.1736450195312,"021001",1,"02","0210"
"4002","2022","015318","5",5,-9.05186653137207,-77.3493576049805,"020701",1,"02","0207"
"4003","2022","015319","2",8,-9.29456520080566,-77.9339294433594,"022005",2,"02","0220"
"4004","2022","015320","2",7,-9.30217838287354,-77.9606170654297,"022005",2,"02","0220"
"4005","2022","015322","2",6,-9.55760955810547,-77.8894348144531,"020110",1,"02","0201"
"4006","2022","015323","5",6,-8.97828197479248,-77.1865921020508,"020702",1,"02","0207"
"4007","2022","015324","5",7,-9.06711959838867,-77.8287124633789,"021201",2,"02","0212"
"4008","2022","015325","5",7,-9.42430973052979,-77.5433502197266,"020112",2,"02","0201"
"4009","2022","015326","5",7,-9.46200275421143,-77.1801986694336,"021008",2,"02","0210"
"4010","2022","015327","5",8,-9.52084827423096,-77.7292785644531,"020111",2,"02","0201"
"4011","2022","015328","5",8,-9.7590389251709,-77.7221832275391,"020202",2,"02","0202"
"4012","2022","015329","5",6,-9.82371139526367,-77.6490173339844,"020205",1,"02","0202"
"4013","2022","015330","5",7,-8.80420970916748,-77.4735641479492,"021601",2,"02","0216"
"4014","2022","015331","5",7,-9.60432815551758,-77.4896087646484,"020101",2,"02","0201"
"4015","2022","015332","5",7,-9.84062385559082,-77.8038177490234,"020202",2,"02","0202"
"4016","2022","015333","5",8,-8.98229789733887,-77.1954803466797,"020702",2,"02","0207"
"4017","2022","015334","5",6,-8.53038597106934,-77.4868011474609,"021906",1,"02","0219"
"4018","2022","015335","5",6,-10.0104293823242,-77.5692138671875,"021709",1,"02","0217"
"4019","2022","015336","5",7,-8.8552074432373,-77.4599151611328,"021601",2,"02","0216"
"4020","2022","015337","5",7,-9.27377605438232,-77.6343994140625,"020601",2,"02","0206"
"4021","2022","015338","5",8,-8.67421913146973,-77.6142425537109,"021909",2,"02","0219"
"4022","2022","015339","5",8,-9.2469539642334,-76.9995574951172,"020302",2,"02","0203"
"4023","2022","015340","5",6,-8.57131862640381,-77.8947906494141,"020901",1,"02","0209"
"4024","2022","015341","5",6,-9.95874118804932,-77.0977935791016,"020504",1,"02","0205"
"4025","2022","015342","5",7,-8.92106056213379,-77.3644332885742,"021307",2,"02","0213"
"4026","2022","015343","5",7,-9.6220760345459,-77.4726333618164,"020108",2,"02","0201"
"4027","2022","015344","5",7,-10.3071517944336,-77.4536514282227,"021406",2,"02","0214"
"4028","2022","015345","5",8,-9.0670051574707,-77.3747787475586,"020402",2,"02","0204"
"4029","2022","015346","5",6,-10.3926248550415,-77.1912689208984,"021407",1,"02","0214"
"4030","2022","015347","5",7,-9.15217208862305,-77.6878509521484,"022006",2,"02","0220"
"4031","2022","015348","5",7,-9.4936695098877,-77.5738525390625,"020105",2,"02","0201"
"4032","2022","015349","5",7,-9.03541660308838,-77.3458709716797,"020701",2,"02","0207"
"4033","2022","015350","5",8,-8.81457710266113,-77.4238967895508,"021302",2,"02","0213"
"4034","2022","015362","5",6,-9.01648616790771,-77.8626937866211,"021203",1,"02","0212"
"4035","2022","015363","5",6,-10.3344612121582,-77.1250610351562,"020511",1,"02","0205"
"4036","2022","015364","5",7,-8.569411277771,-77.3785858154297,"021603",2,"02","0216"
"4037","2022","015365","5",7,-9.52346134185791,-77.4540557861328,"020101",2,"02","0201"
"4038","2022","015366","5",7,-9.51772785186768,-77.1754684448242,"021004",2,"02","0210"
"4039","2022","015367","5",8,-9.41233062744141,-77.1100463867188,"021007",2,"02","0210"
"4040","2022","015368","5",6,-9.66480922698975,-77.4690322875977,"020108",1,"02","0201"
"4041","2022","015369","5",7,-8.66269016265869,-77.6388473510742,"021909",2,"02","0219"
"4042","2022","015370","5",7,-9.08788108825684,-77.7584075927734,"022001",2,"02","0220"
"4043","2022","015371","5",7,-9.26649379730225,-77.1634063720703,"021003",2,"02","0210"
"4044","2022","015372","5",8,-9.11956977844238,-77.7303237915039,"022001",2,"02","0220"
"4045","2022","015373","5",8,-10.1463594436646,-77.0883865356445,"020509",2,"02","0205"
"4046","2022","015374","5",6,-9.39672470092773,-77.5726699829102,"020112",1,"02","0201"
"4047","2022","015375","5",7,-8.99390029907227,-77.7630920410156,"021201",2,"02","0212"
"4048","2022","015376","5",7,-9.46845436096191,-77.7993621826172,"020102",2,"02","0201"
"4049","2022","015377","5",7,-8.98156452178955,-77.3177642822266,"020703",2,"02","0207"
"4050","2022","015378","5",8,-9.36623191833496,-77.8796310424805,"022002",2,"02","0220"
"4051","2022","015379","5",8,-10.0791215896606,-77.3841400146484,"021707",2,"02","0217"
"4052","2022","015381","5",7,-8.42638778686523,-77.7179794311523,"021908",2,"02","0219"
"4053","2022","015382","5",7,-9.23990154266357,-77.7689819335938,"022002",2,"02","0220"
"4054","2022","015384","5",8,-8.68519496917725,-77.369873046875,"021604",2,"02","0216"
"4055","2022","015385","5",8,-9.35378360748291,-77.6750640869141,"020601",2,"02","0206"
"4056","2022","015386","5",6,-8.86919689178467,-77.3556671142578,"021301",1,"02","0213"
"4057","2022","015387","5",6,-9.31562423706055,-76.9393768310547,"021005",1,"02","0210"
"4058","2022","015388","5",7,-9.09367179870605,-78.0064239501953,"021206",2,"02","0212"
"4059","2022","015389","5",7,-9.55909156799316,-77.1353378295898,"021014",2,"02","0210"
"4060","2022","015390","5",8,-9.26445007324219,-77.7153854370117,"020605",2,"02","0206"
"4061","2022","015391","6",3,-13.6373071670532,-72.8842315673828,"030101",1,"03","0301"
"4062","2022","015392","6",3,-13.6368436813354,-72.8811111450195,"030101",1,"03","0301"
"4063","2022","015393","6",3,-13.6279554367065,-72.8879699707031,"030101",1,"03","0301"
"4064","2022","015394","6",3,-13.6375579833984,-72.8714141845703,"030101",1,"03","0301"
"4065","2022","015395","6",3,-13.6432905197144,-72.9002685546875,"030101",1,"03","0301"
"4066","2022","015396","6",3,-13.6302108764648,-72.8841094970703,"030101",1,"03","0301"
"4067","2022","015397","6",3,-13.6371011734009,-72.8991317749023,"030101",1,"03","0301"
"4068","2022","015398","6",3,-13.6347017288208,-72.8702545166016,"030101",1,"03","0301"
"4069","2022","015403","6",3,-13.6292152404785,-72.876579284668,"030101",1,"03","0301"
"4070","2022","015404","6",3,-13.6406936645508,-72.8932266235352,"030101",1,"03","0301"
"4071","2022","015405","6",3,-13.63414478302,-72.8771667480469,"030101",1,"03","0301"
"4072","2022","015406","6",3,-13.6262645721436,-72.880859375,"030101",1,"03","0301"
"4073","2022","015407","6",3,-13.6231832504272,-72.8734283447266,"030109",1,"03","0301"
"4074","2022","015408","6",3,-13.6358375549316,-72.895263671875,"030101",1,"03","0301"
"4075","2022","015409","6",3,-13.6171989440918,-72.8746643066406,"030109",1,"03","0301"
"4076","2022","015410","6",3,-13.6417045593262,-72.8811798095703,"030101",1,"03","0301"
"4077","2022","015411","6",3,-13.634955406189,-72.8923492431641,"030101",1,"03","0301"
"4078","2022","015412","6",3,-13.649001121521,-73.3627395629883,"030213",1,"03","0302"
"4079","2022","015413","6",3,-13.6661043167114,-73.4272308349609,"030216",1,"03","0302"
"4080","2022","015415","6",5,-14.1145505905151,-72.2437515258789,"030506",1,"03","0305"
"4081","2022","015416","6",5,-13.9473447799683,-72.1755218505859,"030501",1,"03","0305"
"4082","2022","015417","6",5,-13.7001180648804,-73.5863265991211,"030215",1,"03","0302"
"4083","2022","015418","6",3,-13.6561717987061,-73.3850402832031,"030201",1,"03","0302"
"4084","2022","015419","6",3,-13.6547689437866,-73.4210739135742,"030216",1,"03","0302"
"4085","2022","015420","6",5,-13.643949508667,-73.088737487793,"030204",1,"03","0302"
"4086","2022","015421","6",3,-13.6550102233887,-73.393913269043,"030201",1,"03","0302"
"4087","2022","015422","6",3,-13.6642045974731,-73.3491516113281,"030213",1,"03","0302"
"4088","2022","015423","6",5,-13.5342741012573,-73.6844940185547,"030602",1,"03","0306"
"4089","2022","015424","6",5,-13.5311193466187,-73.6840057373047,"030602",1,"03","0306"
"4090","2022","015425","6",5,-13.5449504852295,-72.6943588256836,"030104",1,"03","0301"
"4091","2022","015426","6",5,-13.6788425445557,-73.0778427124023,"030204",1,"03","0302"
"4092","2022","015430","6",3,-13.6510305404663,-73.3705291748047,"030213",1,"03","0302"
"4093","2022","015433","6",3,-13.661693572998,-73.3936233520508,"030201",1,"03","0302"
"4094","2022","015434","6",3,-13.66588306427,-73.3936614990234,"030201",1,"03","0302"
"4095","2022","015435","6",5,-13.5412855148315,-73.6669464111328,"030602",1,"03","0306"
"4096","2022","015436","6",5,-13.5402956008911,-72.6982879638672,"030104",1,"03","0301"
"4097","2022","015437","6",5,-14.11083984375,-72.2404861450195,"030506",1,"03","0305"
"4098","2022","015438","6",5,-13.5490598678589,-72.6927490234375,"030104",1,"03","0301"
"4099","2022","015439","6",3,-13.6567897796631,-73.3908615112305,"030201",1,"03","0302"
"4100","2022","015440","6",3,-13.6632165908813,-73.3797760009766,"030201",1,"03","0302"
"4101","2022","015441","6",5,-13.9464206695557,-72.179328918457,"030501",1,"03","0305"
"4102","2022","015442","6",3,-13.6507291793823,-73.4383850097656,"030216",1,"03","0302"
"4103","2022","015443","6",3,-13.6602544784546,-73.3778076171875,"030201",1,"03","0302"
"4104","2022","015444","6",5,-13.7756156921387,-73.357307434082,"030220",1,"03","0302"
"4105","2022","015445","6",3,-13.6595726013184,-73.3829879760742,"030201",1,"03","0302"
"4106","2022","015446","6",3,-13.6637840270996,-73.4082489013672,"030201",1,"03","0302"
"4107","2022","015447","6",5,-14.2089605331421,-72.1915054321289,"030504",1,"03","0305"
"4108","2022","015448","6",6,-5.53958177566528,-78.799072265625,"030202",1,"03","0302"
"4109","2022","015449","6",6,-14.4520635604858,-72.9126663208008,"030304",1,"03","0303"
"4110","2022","015450","6",7,-13.4912395477295,-73.1738967895508,"030208",2,"03","0302"
"4111","2022","015451","6",7,-13.6713600158691,-73.0675201416016,"030204",2,"03","0302"
"4112","2022","015452","6",7,-14.1490077972412,-73.5323257446289,"030210",2,"03","0302"
"4113","2022","015454","6",8,-13.6399259567261,-73.0012588500977,"030204",2,"03","0302"
"4114","2022","015455","6",6,-14.3403482437134,-72.8943252563477,"030303",1,"03","0303"
"4115","2022","015456","6",7,-13.4387454986572,-73.6005630493164,"030609",2,"03","0306"
"4116","2022","015457","6",7,-13.7218589782715,-73.5538177490234,"030205",2,"03","0302"
"4117","2022","015458","6",7,-14.0663633346558,-73.3080368041992,"030416",2,"03","0304"
"4118","2022","015459","6",7,-13.9580860137939,-72.0791091918945,"030505",2,"03","0305"
"4119","2022","015460","6",8,-13.9935302734375,-72.4349136352539,"030503",2,"03","0305"
"4120","2022","015461","6",6,-14.1188516616821,-73.3212738037109,"030402",1,"03","0304"
"4121","2022","015462","6",6,-14.1763601303101,-73.0956878662109,"030410",1,"03","0304"
"4122","2022","015464","6",7,-13.8249626159668,-73.0235824584961,"030107",2,"03","0301"
"4123","2022","015465","6",7,-14.1678647994995,-72.2947845458984,"030506",2,"03","0305"
"4124","2022","015466","6",8,-14.309103012085,-72.7742004394531,"030303",2,"03","0303"
"4125","2022","015467","6",6,-13.8772621154785,-73.0262908935547,"030102",1,"03","0301"
"4126","2022","015468","6",7,-13.4046850204468,-73.6685409545898,"030606",2,"03","0306"
"4127","2022","015469","6",7,-13.6349716186523,-73.5283050537109,"030215",2,"03","0302"
"4128","2022","015470","6",7,-13.6333923339844,-72.9281234741211,"030101",2,"03","0301"
"4129","2022","015471","6",7,-13.71022605896,-72.399543762207,"030502",2,"03","0305"
"4130","2022","015472","6",8,-13.8750047683716,-73.1984786987305,"030411",2,"03","0304"
"4131","2022","015473","6",6,-13.7850904464722,-73.6158981323242,"030212",1,"03","0302"
"4132","2022","015474","6",6,-14.2494649887085,-72.6809387207031,"030713",1,"03","0307"
"4133","2022","015475","6",7,-13.6523914337158,-73.7428436279297,"030603",2,"03","0306"
"4134","2022","015476","6",7,-13.6513795852661,-73.3553924560547,"030213",2,"03","0302"
"4135","2022","015477","6",7,-13.5117521286011,-72.7998352050781,"030108",2,"03","0301"
"4136","2022","015478","6",7,-13.8489303588867,-72.5913467407227,"030703",2,"03","0307"
"4137","2022","015479","6",8,-13.7698135375977,-73.4725112915039,"030218",2,"03","0302"
"4138","2022","015480","6",6,-14.0512475967407,-73.6082305908203,"030206",1,"03","0302"
"4139","2022","015481","6",7,-13.3957767486572,-73.7331390380859,"030604",2,"03","0306"
"4140","2022","015493","6",6,-14.2223339080811,-73.0151519775391,"030306",1,"03","0303"
"4141","2022","015494","6",7,-13.5416927337646,-73.3738632202148,"030202",2,"03","0302"
"4142","2022","015495","6",7,-13.6823215484619,-73.3669128417969,"030201",2,"03","0302"
"4143","2022","015496","6",7,-13.7841844558716,-73.5430221557617,"030205",2,"03","0302"
"4144","2022","015497","6",7,-14.1176681518555,-73.1494979858398,"030414",2,"03","0304"
"4145","2022","015498","6",8,-14.2008905410767,-72.6806564331055,"030707",2,"03","0307"
"4146","2022","015499","6",6,-13.480447769165,-73.5614547729492,"030605",1,"03","0306"
"4147","2022","015500","6",6,-14.3659410476685,-72.8790969848633,"030301",1,"03","0303"
"4148","2022","015501","6",7,-13.9101762771606,-73.6468963623047,"030203",2,"03","0302"
"4149","2022","015502","6",7,-13.9163961410522,-73.1164474487305,"030415",2,"03","0304"
"4150","2022","015503","6",7,-14.3052673339844,-72.2230987548828,"030504",2,"03","0305"
"4151","2022","015504","6",8,-13.5959796905518,-72.8821105957031,"030109",2,"03","0301"
"4152","2022","015505","6",6,-13.6074905395508,-73.339729309082,"030209",1,"03","0302"
"4153","2022","015506","6",6,-13.7473049163818,-72.3585968017578,"030502",1,"03","0305"
"4154","2022","015507","6",7,-13.555383682251,-73.66455078125,"030602",2,"03","0306"
"4155","2022","015508","6",7,-13.6118545532227,-73.3263397216797,"030209",2,"03","0302"
"4156","2022","015509","6",7,-13.5913906097412,-72.602912902832,"030104",2,"03","0301"
"4157","2022","015510","6",7,-14.4049186706543,-72.8284912109375,"030301",2,"03","0303"
"4158","2022","015511","6",8,-13.6268625259399,-73.292594909668,"030209",2,"03","0302"
"4159","2022","015512","6",6,-13.4392824172974,-73.6020050048828,"030609",1,"03","0306"
"4160","2022","015513","6",6,-14.0731906890869,-72.621696472168,"030712",1,"03","0307"
"4161","2022","015514","6",7,-13.6225004196167,-73.1805114746094,"030207",2,"03","0302"
"4162","2022","015515","6",7,-13.4763851165771,-73.088508605957,"030105",2,"03","0301"
"4163","2022","015516","6",7,-14.3050966262817,-73.2079162597656,"030401",2,"03","0304"
"4164","2022","015517","6",7,-13.8339223861694,-72.433464050293,"030503",2,"03","0305"
"4165","2022","015518","6",8,-13.5752906799316,-73.7786331176758,"030603",2,"03","0306"
"4166","2022","015519","6",6,-13.5118265151978,-72.8134078979492,"030108",1,"03","0301"
"4167","2022","015520","6",7,-13.4598703384399,-73.5574111938477,"030605",2,"03","0306"
"4168","2022","015521","6",7,-13.5452108383179,-73.449462890625,"030216",2,"03","0302"
"4169","2022","015522","6",7,-13.6737337112427,-72.8275146484375,"030101",2,"03","0301"
"4170","2022","015523","6",7,-13.9749116897583,-72.140754699707,"030501",2,"03","0305"
"4171","2022","015524","6",8,-14.0616893768311,-72.4555969238281,"030708",2,"03","0307"
"4172","2022","015525","6",1,-16.4061279296875,-71.5372085571289,"040101",1,"04","0401"
"4173","2022","015526","6",1,-16.3944034576416,-71.5258483886719,"040110",1,"04","0401"
"4174","2022","015527","6",1,-16.4332141876221,-71.5214920043945,"040129",1,"04","0401"
"4175","2022","015528","6",1,-16.3395748138428,-71.5420989990234,"040103",1,"04","0401"
"4176","2022","015529","6",1,-16.3911457061768,-71.5187301635742,"040110",1,"04","0401"
"4177","2022","015530","6",1,-16.447546005249,-71.517204284668,"040129",1,"04","0401"
"4178","2022","015531","6",1,-16.3309860229492,-71.5827331542969,"040104",1,"04","0401"
"4179","2022","015532","6",1,-16.3553009033203,-71.5231704711914,"040102",1,"04","0401"
"4180","2022","015533","6",1,-16.4471015930176,-71.5600204467773,"040107",1,"04","0401"
"4181","2022","015534","6",1,-16.3150577545166,-71.5448989868164,"040104",1,"04","0401"
"4182","2022","015535","6",1,-16.3639984130859,-71.6331558227539,"040104",1,"04","0401"
"4183","2022","015536","6",1,-16.3782558441162,-71.5591278076172,"040104",1,"04","0401"
"4184","2022","015537","6",1,-16.3901443481445,-71.5395889282227,"040126",1,"04","0401"
"4185","2022","015538","6",1,-16.4055557250977,-71.4996337890625,"040109",1,"04","0401"
"4186","2022","015539","6",1,-16.4455661773682,-71.5910949707031,"040123",1,"04","0401"
"4187","2022","015540","6",1,-16.3662567138672,-71.5487213134766,"040103",1,"04","0401"
"4188","2022","015541","6",1,-16.4101314544678,-71.5036468505859,"040112",1,"04","0401"
"4189","2022","015542","6",1,-16.4525241851807,-71.5289001464844,"040122",1,"04","0401"
"4190","2022","015543","6",1,-16.3373908996582,-71.5957260131836,"040104",1,"04","0401"
"4191","2022","015544","6",1,-16.3902225494385,-71.4900360107422,"040109",1,"04","0401"
"4192","2022","015545","6",1,-16.3607749938965,-71.6234512329102,"040104",1,"04","0401"
"4193","2022","015546","6",1,-16.350040435791,-71.5272521972656,"040102",1,"04","0401"
"4194","2022","015547","6",1,-16.4128360748291,-71.5321350097656,"040101",1,"04","0401"
"4195","2022","015548","6",1,-16.3926239013672,-71.5093002319336,"040110",1,"04","0401"
"4196","2022","015549","6",1,-16.4558982849121,-71.4921188354492,"040116",1,"04","0401"
"4197","2022","015550","6",1,-16.3471279144287,-71.5467910766602,"040103",1,"04","0401"
"4198","2022","015551","6",1,-16.3704795837402,-71.5309448242188,"040102",1,"04","0401"
"4199","2022","015552","6",1,-16.4004096984863,-71.5065307617188,"040109",1,"04","0401"
"4200","2022","015553","6",1,-16.4453105926514,-71.5367813110352,"040122",1,"04","0401"
"4201","2022","015554","6",1,-16.3352146148682,-71.5891799926758,"040104",1,"04","0401"
"4202","2022","015555","6",1,-16.3758983612061,-71.5018692016602,"040110",1,"04","0401"
"4203","2022","015556","6",1,-16.3697528839111,-71.6178970336914,"040104",1,"04","0401"
"4204","2022","015557","6",1,-16.3098602294922,-71.5263977050781,"040103",1,"04","0401"
"4205","2022","015558","6",1,-16.3722476959229,-71.5541000366211,"040104",1,"04","0401"
"4206","2022","015559","6",1,-16.4051170349121,-71.5593719482422,"040126",1,"04","0401"
"4207","2022","015560","6",1,-16.4375686645508,-71.5039215087891,"040112",1,"04","0401"
"4208","2022","015561","6",1,-16.3849334716797,-71.5689163208008,"040104",1,"04","0401"
"4209","2022","015562","6",1,-16.3694000244141,-71.5099716186523,"040102",1,"04","0401"
"4210","2022","015563","6",1,-16.4185562133789,-71.4922485351562,"040112",1,"04","0401"
"4211","2022","015564","6",1,-16.4410018920898,-71.5494155883789,"040107",1,"04","0401"
"4212","2022","015565","6",1,-16.3177261352539,-71.5557479858398,"040104",1,"04","0401"
"4213","2022","015566","6",1,-16.4299049377441,-71.491340637207,"040112",1,"04","0401"
"4214","2022","015567","6",1,-16.3527374267578,-71.6210784912109,"040104",1,"04","0401"
"4215","2022","015568","6",1,-16.3965148925781,-71.4841842651367,"040109",1,"04","0401"
"4216","2022","015569","6",1,-16.4139175415039,-71.5482864379883,"040101",1,"04","0401"
"4217","2022","015570","6",1,-16.3847675323486,-71.5253372192383,"040102",1,"04","0401"
"4218","2022","015571","6",1,-16.4271697998047,-71.527587890625,"040129",1,"04","0401"
"4219","2022","015572","6",1,-16.3264312744141,-71.5444869995117,"040103",1,"04","0401"
"4220","2022","015573","6",1,-16.3789215087891,-71.5065460205078,"040110",1,"04","0401"
"4221","2022","015574","6",1,-16.4365768432617,-71.5128631591797,"040129",1,"04","0401"
"4222","2022","015575","6",1,-16.3253955841064,-71.5546035766602,"040104",1,"04","0401"
"4223","2022","015576","6",1,-16.4888439178467,-71.5070037841797,"040122",1,"04","0401"
"4224","2022","015577","6",1,-16.315896987915,-71.5805053710938,"040104",1,"04","0401"
"4225","2022","015578","6",1,-16.4225635528564,-71.463996887207,"040112",1,"04","0401"
"4226","2022","015579","6",1,-16.3734588623047,-71.6281890869141,"040104",1,"04","0401"
"4227","2022","015585","6",1,-16.4692344665527,-71.5236968994141,"040122",1,"04","0401"
"4228","2022","015586","6",1,-16.3277568817139,-71.5886001586914,"040104",1,"04","0401"
"4229","2022","015593","6",1,-16.4298648834229,-71.5298767089844,"040129",1,"04","0401"
"4230","2022","015602","6",1,-16.407190322876,-71.5468139648438,"040101",1,"04","0401"
"4231","2022","015603","6",1,-16.381420135498,-71.5198364257812,"040102",1,"04","0401"
"4232","2022","015604","6",1,-16.4177284240723,-71.5170211791992,"040129",1,"04","0401"
"4233","2022","015605","6",1,-16.4359912872314,-71.5694580078125,"040117",1,"04","0401"
"4234","2022","015606","6",1,-16.3804359436035,-71.5250778198242,"040102",1,"04","0401"
"4235","2022","015607","6",1,-16.4355564117432,-71.529167175293,"040129",1,"04","0401"
"4236","2022","015608","6",1,-16.3315868377686,-71.555908203125,"040104",1,"04","0401"
"4237","2022","015609","6",1,-16.3274936676025,-71.5367660522461,"040103",1,"04","0401"
"4238","2022","015610","6",1,-16.4600276947021,-71.5496826171875,"040122",1,"04","0401"
"4239","2022","015611","6",1,-16.3295612335205,-71.6063003540039,"040104",1,"04","0401"
"4240","2022","015612","6",1,-16.4733085632324,-71.5104598999023,"040122",1,"04","0401"
"4241","2022","015613","6",1,-16.3638553619385,-71.5653457641602,"040104",1,"04","0401"
"4242","2022","015614","6",1,-16.4096298217773,-71.515510559082,"040101",1,"04","0401"
"4243","2022","015615","6",1,-16.4019145965576,-71.5082626342773,"040109",1,"04","0401"
"4244","2022","015616","6",1,-16.452543258667,-71.5333709716797,"040122",1,"04","0401"
"4245","2022","015617","6",1,-16.3568153381348,-71.5455474853516,"040103",1,"04","0401"
"4246","2022","015618","6",1,-16.4035263061523,-71.4901428222656,"040109",1,"04","0401"
"4247","2022","015619","6",1,-16.445930480957,-71.5253601074219,"040122",1,"04","0401"
"4248","2022","015620","6",1,-16.351203918457,-71.6021347045898,"040104",1,"04","0401"
"4249","2022","015621","6",1,-16.3948307037354,-71.5016860961914,"040109",1,"04","0401"
"4250","2022","015622","6",1,-16.3023147583008,-71.5269393920898,"040103",1,"04","0401"
"4251","2022","015623","6",1,-16.3036346435547,-71.5171585083008,"040103",1,"04","0401"
"4252","2022","015624","6",1,-16.3873100280762,-71.5534057617188,"040104",1,"04","0401"
"4253","2022","015625","6",1,-16.3943347930908,-71.5457458496094,"040126",1,"04","0401"
"4254","2022","015626","6",1,-16.4215984344482,-71.5122299194336,"040112",1,"04","0401"
"4255","2022","015627","6",1,-16.3953037261963,-71.5734024047852,"040104",1,"04","0401"
"4256","2022","015628","6",1,-16.3629875183105,-71.5189666748047,"040102",1,"04","0401"
"4257","2022","015629","6",1,-16.4072570800781,-71.4801406860352,"040112",1,"04","0401"
"4258","2022","015630","6",1,-16.4427490234375,-71.5679473876953,"040107",1,"04","0401"
"4259","2022","015631","6",1,-16.326997756958,-71.5709457397461,"040104",1,"04","0401"
"4260","2022","015632","6",1,-16.4179706573486,-71.4890899658203,"040112",1,"04","0401"
"4261","2022","015633","6",1,-16.3430061340332,-71.6114349365234,"040104",1,"04","0401"
"4262","2022","015634","6",1,-16.3699951171875,-71.4933700561523,"040110",1,"04","0401"
"4263","2022","015635","6",1,-16.391450881958,-71.5625305175781,"040104",1,"04","0401"
"4264","2022","015636","6",1,-16.3942241668701,-71.5504379272461,"040126",1,"04","0401"
"4265","2022","015637","6",1,-16.4123439788818,-71.5053787231445,"040112",1,"04","0401"
"4266","2022","015638","6",1,-16.3825626373291,-71.5684051513672,"040104",1,"04","0401"
"4267","2022","015639","6",1,-16.4055595397949,-71.4909286499023,"040112",1,"04","0401"
"4268","2022","015640","6",1,-16.454963684082,-71.5162887573242,"040122",1,"04","0401"
"4269","2022","015641","6",1,-16.3181915283203,-71.6014099121094,"040104",1,"04","0401"
"4270","2022","015642","6",1,-16.3992176055908,-71.4846801757812,"040109",1,"04","0401"
"4271","2022","015644","6",1,-16.3668308258057,-71.5112075805664,"040102",1,"04","0401"
"4272","2022","015645","6",1,-16.3869552612305,-71.4656448364258,"040109",1,"04","0401"
"4273","2022","015646","6",1,-16.3907871246338,-71.5313415527344,"040101",1,"04","0401"
"4274","2022","015647","6",1,-16.3852195739746,-71.5497817993164,"040103",1,"04","0401"
"4275","2022","015649","6",1,-16.3206214904785,-71.5911712646484,"040104",1,"04","0401"
"4276","2022","015650","6",1,-16.3777027130127,-71.526008605957,"040102",1,"04","0401"
"4277","2022","015651","6",1,-16.4201526641846,-71.4893417358398,"040112",1,"04","0401"
"4278","2022","015652","6",1,-16.4550819396973,-71.5535507202148,"040107",1,"04","0401"
"4279","2022","015654","6",1,-16.3455429077148,-71.5500259399414,"040103",1,"04","0401"
"4280","2022","015655","6",1,-16.4244785308838,-71.4701538085938,"040112",1,"04","0401"
"4281","2022","015656","6",1,-16.3608818054199,-71.6168060302734,"040104",1,"04","0401"
"4282","2022","015657","3",4,-16.6272525787354,-72.7104873657227,"040201",1,"04","0402"
"4283","2022","015658","3",5,-16.1433925628662,-72.4909362792969,"040401",1,"04","0404"
"4284","2022","015659","3",5,-16.4907836914062,-72.09619140625,"040121",1,"04","0401"
"4285","2022","015660","3",4,-16.3127746582031,-72.1821670532227,"040520",1,"04","0405"
"4286","2022","015661","3",5,-15.8511476516724,-74.2513732910156,"040307",1,"04","0403"
"4287","2022","015662","3",4,-16.3379135131836,-72.1717681884766,"040520",1,"04","0405"
"4288","2022","015663","3",4,-16.6000843048096,-72.6914138793945,"040208",1,"04","0402"
